"MTU (CET/CEST),""Area"",""Sequence"",""Day-ahead Price (EUR/MWh)"",""Intraday Period (CET/CEST)"",""Intraday Price (EUR/MWh)"""
"26/01/2026 19:30:00 - 26/01/2026 19:45:00,""BZN|IT-North"",""Without Sequence"",""173.68"","""","""""
"26/01/2026 19:45:00 - 26/01/2026 20:00:00,""BZN|IT-North"",""Without Sequence"",""159.55"","""","""""
"26/01/2026 20:00:00 - 26/01/2026 20:15:00,""BZN|IT-North"",""Without Sequence"",""173.31"","""","""""
"26/01/2026 20:15:00 - 26/01/2026 20:30:00,""BZN|IT-North"",""Without Sequence"",""157.99"","""","""""
"26/01/2026 20:30:00 - 26/01/2026 20:45:00,""BZN|IT-North"",""Without Sequence"",""150.34"","""","""""
"26/01/2026 20:45:00 - 26/01/2026 21:00:00,""BZN|IT-North"",""Without Sequence"",""146.93"","""","""""
"26/01/2026 21:00:00 - 26/01/2026 21:15:00,""BZN|IT-North"",""Without Sequence"",""150.34"","""","""""
"26/01/2026 21:15:00 - 26/01/2026 21:30:00,""BZN|IT-North"",""Without Sequence"",""149.26"","""","""""
"26/01/2026 21:30:00 - 26/01/2026 21:45:00,""BZN|IT-North"",""Without Sequence"",""145.37"","""","""""
"26/01/2026 21:45:00 - 26/01/2026 22:00:00,""BZN|IT-North"",""Without Sequence"",""141.46"","""","""""
"26/01/2026 22:00:00 - 26/01/2026 22:15:00,""BZN|IT-North"",""Without Sequence"",""146.00"","""","""""
"26/01/2026 22:15:00 - 26/01/2026 22:30:00,""BZN|IT-North"",""Without Sequence"",""144.00"","""","""""
"26/01/2026 22:30:00 - 26/01/2026 22:45:00,""BZN|IT-North"",""Without Sequence"",""135.00"","""","""""
"26/01/2026 22:45:00 - 26/01/2026 23:00:00,""BZN|IT-North"",""Without Sequence"",""130.72"","""","""""
"26/01/2026 23:00:00 - 26/01/2026 23:15:00,""BZN|IT-North"",""Without Sequence"",""132.99"","""","""""
"26/01/2026 23:15:00 - 26/01/2026 23:30:00,""BZN|IT-North"",""Without Sequence"",""129.09"","""","""""
"26/01/2026 23:30:00 - 26/01/2026 23:45:00,""BZN|IT-North"",""Without Sequence"",""127.69"","""","""""
"26/01/2026 23:45:00 - 27/01/2026 00:00:00,""BZN|IT-North"",""Without Sequence"",""124.63"","""","""""
"27/01/2026 00:00:00 - 27/01/2026 00:15:00,""BZN|IT-North"",""Without Sequence"",""129.33"","""","""""
"27/01/2026 00:15:00 - 27/01/2026 00:30:00,""BZN|IT-North"",""Without Sequence"",""129.33"","""","""""
"27/01/2026 00:30:00 - 27/01/2026 00:45:00,""BZN|IT-North"",""Without Sequence"",""123.92"","""","""""
"27/01/2026 00:45:00 - 27/01/2026 01:00:00,""BZN|IT-North"",""Without Sequence"",""123.18"","""","""""
"27/01/2026 01:00:00 - 27/01/2026 01:15:00,""BZN|IT-North"",""Without Sequence"",""122.73"","""","""""
"27/01/2026 01:15:00 - 27/01/2026 01:30:00,""BZN|IT-North"",""Without Sequence"",""127.85"","""","""""
"27/01/2026 01:30:00 - 27/01/2026 01:45:00,""BZN|IT-North"",""Without Sequence"",""126.43"","""","""""
"27/01/2026 01:45:00 - 27/01/2026 02:00:00,""BZN|IT-North"",""Without Sequence"",""126.99"","""","""""
"27/01/2026 02:00:00 - 27/01/2026 02:15:00,""BZN|IT-North"",""Without Sequence"",""129.33"","""","""""
"27/01/2026 02:15:00 - 27/01/2026 02:30:00,""BZN|IT-North"",""Without Sequence"",""128.69"","""","""""
"27/01/2026 02:30:00 - 27/01/2026 02:45:00,""BZN|IT-North"",""Without Sequence"",""127.94"","""","""""
"27/01/2026 02:45:00 - 27/01/2026 03:00:00,""BZN|IT-North"",""Without Sequence"",""127.94"","""","""""
"27/01/2026 03:00:00 - 27/01/2026 03:15:00,""BZN|IT-North"",""Without Sequence"",""129.33"","""","""""
"27/01/2026 03:15:00 - 27/01/2026 03:30:00,""BZN|IT-North"",""Without Sequence"",""129.33"","""","""""
"27/01/2026 03:30:00 - 27/01/2026 03:45:00,""BZN|IT-North"",""Without Sequence"",""129.33"","""","""""
"27/01/2026 03:45:00 - 27/01/2026 04:00:00,""BZN|IT-North"",""Without Sequence"",""129.33"","""","""""
"27/01/2026 04:00:00 - 27/01/2026 04:15:00,""BZN|IT-North"",""Without Sequence"",""129.33"","""","""""
"27/01/2026 04:15:00 - 27/01/2026 04:30:00,""BZN|IT-North"",""Without Sequence"",""123.93"","""","""""
"27/01/2026 04:30:00 - 27/01/2026 04:45:00,""BZN|IT-North"",""Without Sequence"",""127.31"","""","""""
"27/01/2026 04:45:00 - 27/01/2026 05:00:00,""BZN|IT-North"",""Without Sequence"",""129.33"","""","""""
"27/01/2026 05:00:00 - 27/01/2026 05:15:00,""BZN|IT-North"",""Without Sequence"",""127.94"","""","""""
"27/01/2026 05:15:00 - 27/01/2026 05:30:00,""BZN|IT-North"",""Without Sequence"",""129.33"","""","""""
"27/01/2026 05:30:00 - 27/01/2026 05:45:00,""BZN|IT-North"",""Without Sequence"",""131.53"","""","""""
"27/01/2026 05:45:00 - 27/01/2026 06:00:00,""BZN|IT-North"",""Without Sequence"",""142.95"","""","""""
"27/01/2026 06:00:00 - 27/01/2026 06:15:00,""BZN|IT-North"",""Without Sequence"",""129.33"","""","""""
"27/01/2026 06:15:00 - 27/01/2026 06:30:00,""BZN|IT-North"",""Without Sequence"",""143.86"","""","""""
"27/01/2026 06:30:00 - 27/01/2026 06:45:00,""BZN|IT-North"",""Without Sequence"",""150.72"","""","""""
"27/01/2026 06:45:00 - 27/01/2026 07:00:00,""BZN|IT-North"",""Without Sequence"",""160.00"","""","""""
"27/01/2026 07:00:00 - 27/01/2026 07:15:00,""BZN|IT-North"",""Without Sequence"",""154.81"","""","""""
"27/01/2026 07:15:00 - 27/01/2026 07:30:00,""BZN|IT-North"",""Without Sequence"",""190.00"","""","""""
"27/01/2026 07:30:00 - 27/01/2026 07:45:00,""BZN|IT-North"",""Without Sequence"",""195.00"","""","""""
"27/01/2026 07:45:00 - 27/01/2026 08:00:00,""BZN|IT-North"",""Without Sequence"",""196.19"","""","""""
"27/01/2026 08:00:00 - 27/01/2026 08:15:00,""BZN|IT-North"",""Without Sequence"",""194.84"","""","""""
"27/01/2026 08:15:00 - 27/01/2026 08:30:00,""BZN|IT-North"",""Without Sequence"",""191.00"","""","""""
"27/01/2026 08:30:00 - 27/01/2026 08:45:00,""BZN|IT-North"",""Without Sequence"",""195.00"","""","""""
"27/01/2026 08:45:00 - 27/01/2026 09:00:00,""BZN|IT-North"",""Without Sequence"",""191.00"","""","""""
"27/01/2026 09:00:00 - 27/01/2026 09:15:00,""BZN|IT-North"",""Without Sequence"",""188.54"","""","""""
"27/01/2026 09:15:00 - 27/01/2026 09:30:00,""BZN|IT-North"",""Without Sequence"",""173.99"","""","""""
"27/01/2026 09:30:00 - 27/01/2026 09:45:00,""BZN|IT-North"",""Without Sequence"",""166.28"","""","""""
"27/01/2026 09:45:00 - 27/01/2026 10:00:00,""BZN|IT-North"",""Without Sequence"",""155.19"","""","""""
"27/01/2026 10:00:00 - 27/01/2026 10:15:00,""BZN|IT-North"",""Without Sequence"",""168.96"","""","""""
"27/01/2026 10:15:00 - 27/01/2026 10:30:00,""BZN|IT-North"",""Without Sequence"",""164.94"","""","""""
"27/01/2026 10:30:00 - 27/01/2026 10:45:00,""BZN|IT-North"",""Without Sequence"",""157.69"","""","""""
"27/01/2026 10:45:00 - 27/01/2026 11:00:00,""BZN|IT-North"",""Without Sequence"",""155.21"","""","""""
"27/01/2026 11:00:00 - 27/01/2026 11:15:00,""BZN|IT-North"",""Without Sequence"",""160.56"","""","""""
"27/01/2026 11:15:00 - 27/01/2026 11:30:00,""BZN|IT-North"",""Without Sequence"",""160.56"","""","""""
"27/01/2026 11:30:00 - 27/01/2026 11:45:00,""BZN|IT-North"",""Without Sequence"",""157.23"","""","""""
"27/01/2026 11:45:00 - 27/01/2026 12:00:00,""BZN|IT-North"",""Without Sequence"",""143.86"","""","""""
"27/01/2026 12:00:00 - 27/01/2026 12:15:00,""BZN|IT-North"",""Without Sequence"",""146.50"","""","""""
"27/01/2026 12:15:00 - 27/01/2026 12:30:00,""BZN|IT-North"",""Without Sequence"",""146.46"","""","""""
"27/01/2026 12:30:00 - 27/01/2026 12:45:00,""BZN|IT-North"",""Without Sequence"",""142.95"","""","""""
"27/01/2026 12:45:00 - 27/01/2026 13:00:00,""BZN|IT-North"",""Without Sequence"",""142.96"","""","""""
"27/01/2026 13:00:00 - 27/01/2026 13:15:00,""BZN|IT-North"",""Without Sequence"",""145.50"","""","""""
"27/01/2026 13:15:00 - 27/01/2026 13:30:00,""BZN|IT-North"",""Without Sequence"",""146.44"","""","""""
"27/01/2026 13:30:00 - 27/01/2026 13:45:00,""BZN|IT-North"",""Without Sequence"",""146.50"","""","""""
"27/01/2026 13:45:00 - 27/01/2026 14:00:00,""BZN|IT-North"",""Without Sequence"",""150.00"","""","""""
"27/01/2026 14:00:00 - 27/01/2026 14:15:00,""BZN|IT-North"",""Without Sequence"",""146.50"","""","""""
"27/01/2026 14:15:00 - 27/01/2026 14:30:00,""BZN|IT-North"",""Without Sequence"",""152.69"","""","""""
"27/01/2026 14:30:00 - 27/01/2026 14:45:00,""BZN|IT-North"",""Without Sequence"",""155.51"","""","""""
"27/01/2026 14:45:00 - 27/01/2026 15:00:00,""BZN|IT-North"",""Without Sequence"",""166.28"","""","""""
"27/01/2026 15:00:00 - 27/01/2026 15:15:00,""BZN|IT-North"",""Without Sequence"",""161.50"","""","""""
"27/01/2026 15:15:00 - 27/01/2026 15:30:00,""BZN|IT-North"",""Without Sequence"",""154.68"","""","""""
"27/01/2026 15:30:00 - 27/01/2026 15:45:00,""BZN|IT-North"",""Without Sequence"",""168.82"","""","""""
"27/01/2026 15:45:00 - 27/01/2026 16:00:00,""BZN|IT-North"",""Without Sequence"",""175.00"","""","""""
"27/01/2026 16:00:00 - 27/01/2026 16:15:00,""BZN|IT-North"",""Without Sequence"",""155.23"","""","""""
"27/01/2026 16:15:00 - 27/01/2026 16:30:00,""BZN|IT-North"",""Without Sequence"",""163.58"","""","""""
"27/01/2026 16:30:00 - 27/01/2026 16:45:00,""BZN|IT-North"",""Without Sequence"",""175.46"","""","""""
"27/01/2026 16:45:00 - 27/01/2026 17:00:00,""BZN|IT-North"",""Without Sequence"",""185.88"","""","""""
"27/01/2026 17:00:00 - 27/01/2026 17:15:00,""BZN|IT-North"",""Without Sequence"",""166.28"","""","""""
"27/01/2026 17:15:00 - 27/01/2026 17:30:00,""BZN|IT-North"",""Without Sequence"",""171.00"","""","""""
"27/01/2026 17:30:00 - 27/01/2026 17:45:00,""BZN|IT-North"",""Without Sequence"",""166.28"","""","""""
"27/01/2026 17:45:00 - 27/01/2026 18:00:00,""BZN|IT-North"",""Without Sequence"",""171.00"","""","""""
"27/01/2026 18:00:00 - 27/01/2026 18:15:00,""BZN|IT-North"",""Without Sequence"",""176.43"","""","""""
"27/01/2026 18:15:00 - 27/01/2026 18:30:00,""BZN|IT-North"",""Without Sequence"",""175.39"","""","""""
"27/01/2026 18:30:00 - 27/01/2026 18:45:00,""BZN|IT-North"",""Without Sequence"",""174.97"","""","""""
"27/01/2026 18:45:00 - 27/01/2026 19:00:00,""BZN|IT-North"",""Without Sequence"",""173.21"","""","""""
"27/01/2026 19:00:00 - 27/01/2026 19:15:00,""BZN|IT-North"",""Without Sequence"",""166.28"","""","""""
"27/01/2026 19:15:00 - 27/01/2026 19:30:00,""BZN|IT-North"",""Without Sequence"",""166.28"","""","""""
"27/01/2026 19:30:00 - 27/01/2026 19:45:00,""BZN|IT-North"",""Without Sequence"",""173.64"","""","""""
"27/01/2026 19:45:00 - 27/01/2026 20:00:00,""BZN|IT-North"",""Without Sequence"",""166.20"","""","""""
"27/01/2026 20:00:00 - 27/01/2026 20:15:00,""BZN|IT-North"",""Without Sequence"",""183.87"","""","""""
"27/01/2026 20:15:00 - 27/01/2026 20:30:00,""BZN|IT-North"",""Without Sequence"",""172.61"","""","""""
"27/01/2026 20:30:00 - 27/01/2026 20:45:00,""BZN|IT-North"",""Without Sequence"",""162.23"","""","""""
"27/01/2026 20:45:00 - 27/01/2026 21:00:00,""BZN|IT-North"",""Without Sequence"",""145.69"","""","""""
"27/01/2026 21:00:00 - 27/01/2026 21:15:00,""BZN|IT-North"",""Without Sequence"",""150.72"","""","""""
"27/01/2026 21:15:00 - 27/01/2026 21:30:00,""BZN|IT-North"",""Without Sequence"",""150.72"","""","""""
"27/01/2026 21:30:00 - 27/01/2026 21:45:00,""BZN|IT-North"",""Without Sequence"",""145.50"","""","""""
"27/01/2026 21:45:00 - 27/01/2026 22:00:00,""BZN|IT-North"",""Without Sequence"",""139.14"","""","""""
"27/01/2026 22:00:00 - 27/01/2026 22:15:00,""BZN|IT-North"",""Without Sequence"",""144.46"","""","""""
"27/01/2026 22:15:00 - 27/01/2026 22:30:00,""BZN|IT-North"",""Without Sequence"",""142.95"","""","""""
"27/01/2026 22:30:00 - 27/01/2026 22:45:00,""BZN|IT-North"",""Without Sequence"",""138.55"","""","""""
"27/01/2026 22:45:00 - 27/01/2026 23:00:00,""BZN|IT-North"",""Without Sequence"",""133.44"","""","""""
"27/01/2026 23:00:00 - 27/01/2026 23:15:00,""BZN|IT-North"",""Without Sequence"",""138.31"","""","""""
"27/01/2026 23:15:00 - 27/01/2026 23:30:00,""BZN|IT-North"",""Without Sequence"",""135.00"","""","""""
"27/01/2026 23:30:00 - 27/01/2026 23:45:00,""BZN|IT-North"",""Without Sequence"",""129.33"","""","""""
"27/01/2026 23:45:00 - 28/01/2026 00:00:00,""BZN|IT-North"",""Without Sequence"",""125.64"","""","""""
"28/01/2026 00:00:00 - 28/01/2026 00:15:00,""BZN|IT-North"",""Without Sequence"",""128.70"","""","""""
"28/01/2026 00:15:00 - 28/01/2026 00:30:00,""BZN|IT-North"",""Without Sequence"",""128.22"","""","""""
"28/01/2026 00:30:00 - 28/01/2026 00:45:00,""BZN|IT-North"",""Without Sequence"",""127.69"","""","""""
"28/01/2026 00:45:00 - 28/01/2026 01:00:00,""BZN|IT-North"",""Without Sequence"",""126.30"","""","""""
"28/01/2026 01:00:00 - 28/01/2026 01:15:00,""BZN|IT-North"",""Without Sequence"",""125.00"","""","""""
"28/01/2026 01:15:00 - 28/01/2026 01:30:00,""BZN|IT-North"",""Without Sequence"",""123.20"","""","""""
"28/01/2026 01:30:00 - 28/01/2026 01:45:00,""BZN|IT-North"",""Without Sequence"",""127.00"","""","""""
"28/01/2026 01:45:00 - 28/01/2026 02:00:00,""BZN|IT-North"",""Without Sequence"",""127.49"","""","""""
"28/01/2026 02:00:00 - 28/01/2026 02:15:00,""BZN|IT-North"",""Without Sequence"",""120.15"","""","""""
"28/01/2026 02:15:00 - 28/01/2026 02:30:00,""BZN|IT-North"",""Without Sequence"",""116.19"","""","""""
"28/01/2026 02:30:00 - 28/01/2026 02:45:00,""BZN|IT-North"",""Without Sequence"",""115.78"","""","""""
"28/01/2026 02:45:00 - 28/01/2026 03:00:00,""BZN|IT-North"",""Without Sequence"",""123.24"","""","""""
"28/01/2026 03:00:00 - 28/01/2026 03:15:00,""BZN|IT-North"",""Without Sequence"",""120.18"","""","""""
"28/01/2026 03:15:00 - 28/01/2026 03:30:00,""BZN|IT-North"",""Without Sequence"",""120.35"","""","""""
"28/01/2026 03:30:00 - 28/01/2026 03:45:00,""BZN|IT-North"",""Without Sequence"",""116.67"","""","""""
"28/01/2026 03:45:00 - 28/01/2026 04:00:00,""BZN|IT-North"",""Without Sequence"",""118.00"","""","""""
"28/01/2026 04:00:00 - 28/01/2026 04:15:00,""BZN|IT-North"",""Without Sequence"",""114.61"","""","""""
"28/01/2026 04:15:00 - 28/01/2026 04:30:00,""BZN|IT-North"",""Without Sequence"",""128.22"","""","""""
"28/01/2026 04:30:00 - 28/01/2026 04:45:00,""BZN|IT-North"",""Without Sequence"",""128.22"","""","""""
"28/01/2026 04:45:00 - 28/01/2026 05:00:00,""BZN|IT-North"",""Without Sequence"",""128.22"","""","""""
"28/01/2026 05:00:00 - 28/01/2026 05:15:00,""BZN|IT-North"",""Without Sequence"",""128.22"","""","""""
"28/01/2026 05:15:00 - 28/01/2026 05:30:00,""BZN|IT-North"",""Without Sequence"",""127.49"","""","""""
"28/01/2026 05:30:00 - 28/01/2026 05:45:00,""BZN|IT-North"",""Without Sequence"",""128.22"","""","""""
"28/01/2026 05:45:00 - 28/01/2026 06:00:00,""BZN|IT-North"",""Without Sequence"",""135.78"","""","""""
"28/01/2026 06:00:00 - 28/01/2026 06:15:00,""BZN|IT-North"",""Without Sequence"",""127.00"","""","""""
"28/01/2026 06:15:00 - 28/01/2026 06:30:00,""BZN|IT-North"",""Without Sequence"",""146.62"","""","""""
"28/01/2026 06:30:00 - 28/01/2026 06:45:00,""BZN|IT-North"",""Without Sequence"",""162.20"","""","""""
"28/01/2026 06:45:00 - 28/01/2026 07:00:00,""BZN|IT-North"",""Without Sequence"",""168.18"","""","""""
"28/01/2026 07:00:00 - 28/01/2026 07:15:00,""BZN|IT-North"",""Without Sequence"",""143.83"","""","""""
"28/01/2026 07:15:00 - 28/01/2026 07:30:00,""BZN|IT-North"",""Without Sequence"",""150.18"","""","""""
"28/01/2026 07:30:00 - 28/01/2026 07:45:00,""BZN|IT-North"",""Without Sequence"",""155.00"","""","""""
"28/01/2026 07:45:00 - 28/01/2026 08:00:00,""BZN|IT-North"",""Without Sequence"",""159.30"","""","""""
"28/01/2026 08:00:00 - 28/01/2026 08:15:00,""BZN|IT-North"",""Without Sequence"",""168.40"","""","""""
"28/01/2026 08:15:00 - 28/01/2026 08:30:00,""BZN|IT-North"",""Without Sequence"",""168.40"","""","""""
"28/01/2026 08:30:00 - 28/01/2026 08:45:00,""BZN|IT-North"",""Without Sequence"",""171.58"","""","""""
"28/01/2026 08:45:00 - 28/01/2026 09:00:00,""BZN|IT-North"",""Without Sequence"",""172.25"","""","""""
"28/01/2026 09:00:00 - 28/01/2026 09:15:00,""BZN|IT-North"",""Without Sequence"",""182.38"","""","""""
"28/01/2026 09:15:00 - 28/01/2026 09:30:00,""BZN|IT-North"",""Without Sequence"",""179.24"","""","""""
"28/01/2026 09:30:00 - 28/01/2026 09:45:00,""BZN|IT-North"",""Without Sequence"",""182.38"","""","""""
"28/01/2026 09:45:00 - 28/01/2026 10:00:00,""BZN|IT-North"",""Without Sequence"",""174.96"","""","""""
"28/01/2026 10:00:00 - 28/01/2026 10:15:00,""BZN|IT-North"",""Without Sequence"",""194.08"","""","""""
"28/01/2026 10:15:00 - 28/01/2026 10:30:00,""BZN|IT-North"",""Without Sequence"",""185.88"","""","""""
"28/01/2026 10:30:00 - 28/01/2026 10:45:00,""BZN|IT-North"",""Without Sequence"",""178.49"","""","""""
"28/01/2026 10:45:00 - 28/01/2026 11:00:00,""BZN|IT-North"",""Without Sequence"",""165.60"","""","""""
"28/01/2026 11:00:00 - 28/01/2026 11:15:00,""BZN|IT-North"",""Without Sequence"",""195.97"","""","""""
"28/01/2026 11:15:00 - 28/01/2026 11:30:00,""BZN|IT-North"",""Without Sequence"",""187.03"","""","""""
"28/01/2026 11:30:00 - 28/01/2026 11:45:00,""BZN|IT-North"",""Without Sequence"",""180.95"","""","""""
"28/01/2026 11:45:00 - 28/01/2026 12:00:00,""BZN|IT-North"",""Without Sequence"",""173.61"","""","""""
"28/01/2026 12:00:00 - 28/01/2026 12:15:00,""BZN|IT-North"",""Without Sequence"",""185.38"","""","""""
"28/01/2026 12:15:00 - 28/01/2026 12:30:00,""BZN|IT-North"",""Without Sequence"",""174.31"","""","""""
"28/01/2026 12:30:00 - 28/01/2026 12:45:00,""BZN|IT-North"",""Without Sequence"",""172.91"","""","""""
"28/01/2026 12:45:00 - 28/01/2026 13:00:00,""BZN|IT-North"",""Without Sequence"",""172.91"","""","""""
"28/01/2026 13:00:00 - 28/01/2026 13:15:00,""BZN|IT-North"",""Without Sequence"",""172.91"","""","""""
"28/01/2026 13:15:00 - 28/01/2026 13:30:00,""BZN|IT-North"",""Without Sequence"",""173.61"","""","""""
"28/01/2026 13:30:00 - 28/01/2026 13:45:00,""BZN|IT-North"",""Without Sequence"",""176.16"","""","""""
"28/01/2026 13:45:00 - 28/01/2026 14:00:00,""BZN|IT-North"",""Without Sequence"",""178.06"","""","""""
"28/01/2026 14:00:00 - 28/01/2026 14:15:00,""BZN|IT-North"",""Without Sequence"",""173.61"","""","""""
"28/01/2026 14:15:00 - 28/01/2026 14:30:00,""BZN|IT-North"",""Without Sequence"",""168.00"","""","""""
"28/01/2026 14:30:00 - 28/01/2026 14:45:00,""BZN|IT-North"",""Without Sequence"",""178.49"","""","""""
"28/01/2026 14:45:00 - 28/01/2026 15:00:00,""BZN|IT-North"",""Without Sequence"",""191.38"","""","""""
"28/01/2026 15:00:00 - 28/01/2026 15:15:00,""BZN|IT-North"",""Without Sequence"",""169.10"","""","""""
"28/01/2026 15:15:00 - 28/01/2026 15:30:00,""BZN|IT-North"",""Without Sequence"",""165.18"","""","""""
"28/01/2026 15:30:00 - 28/01/2026 15:45:00,""BZN|IT-North"",""Without Sequence"",""179.18"","""","""""
"28/01/2026 15:45:00 - 28/01/2026 16:00:00,""BZN|IT-North"",""Without Sequence"",""179.91"","""","""""
"28/01/2026 16:00:00 - 28/01/2026 16:15:00,""BZN|IT-North"",""Without Sequence"",""171.58"","""","""""
"28/01/2026 16:15:00 - 28/01/2026 16:30:00,""BZN|IT-North"",""Without Sequence"",""174.04"","""","""""
"28/01/2026 16:30:00 - 28/01/2026 16:45:00,""BZN|IT-North"",""Without Sequence"",""171.58"","""","""""
"28/01/2026 16:45:00 - 28/01/2026 17:00:00,""BZN|IT-North"",""Without Sequence"",""168.91"","""","""""
"28/01/2026 17:00:00 - 28/01/2026 17:15:00,""BZN|IT-North"",""Without Sequence"",""169.90"","""","""""
"28/01/2026 17:15:00 - 28/01/2026 17:30:00,""BZN|IT-North"",""Without Sequence"",""168.78"","""","""""
"28/01/2026 17:30:00 - 28/01/2026 17:45:00,""BZN|IT-North"",""Without Sequence"",""169.86"","""","""""
"28/01/2026 17:45:00 - 28/01/2026 18:00:00,""BZN|IT-North"",""Without Sequence"",""169.86"","""","""""
"28/01/2026 18:00:00 - 28/01/2026 18:15:00,""BZN|IT-North"",""Without Sequence"",""173.56"","""","""""
"28/01/2026 18:15:00 - 28/01/2026 18:30:00,""BZN|IT-North"",""Without Sequence"",""171.50"","""","""""
"28/01/2026 18:30:00 - 28/01/2026 18:45:00,""BZN|IT-North"",""Without Sequence"",""168.40"","""","""""
"28/01/2026 18:45:00 - 28/01/2026 19:00:00,""BZN|IT-North"",""Without Sequence"",""168.24"","""","""""
"28/01/2026 19:00:00 - 28/01/2026 19:15:00,""BZN|IT-North"",""Without Sequence"",""169.73"","""","""""
"28/01/2026 19:15:00 - 28/01/2026 19:30:00,""BZN|IT-North"",""Without Sequence"",""166.80"","""","""""
"28/01/2026 19:30:00 - 28/01/2026 19:45:00,""BZN|IT-North"",""Without Sequence"",""161.20"","""","""""
"28/01/2026 19:45:00 - 28/01/2026 20:00:00,""BZN|IT-North"",""Without Sequence"",""153.15"","""","""""
"28/01/2026 20:00:00 - 28/01/2026 20:15:00,""BZN|IT-North"",""Without Sequence"",""160.00"","""","""""
"28/01/2026 20:15:00 - 28/01/2026 20:30:00,""BZN|IT-North"",""Without Sequence"",""153.15"","""","""""
"28/01/2026 20:30:00 - 28/01/2026 20:45:00,""BZN|IT-North"",""Without Sequence"",""150.18"","""","""""
"28/01/2026 20:45:00 - 28/01/2026 21:00:00,""BZN|IT-North"",""Without Sequence"",""150.04"","""","""""
"28/01/2026 21:00:00 - 28/01/2026 21:15:00,""BZN|IT-North"",""Without Sequence"",""151.72"","""","""""
"28/01/2026 21:15:00 - 28/01/2026 21:30:00,""BZN|IT-North"",""Without Sequence"",""153.15"","""","""""
"28/01/2026 21:30:00 - 28/01/2026 21:45:00,""BZN|IT-North"",""Without Sequence"",""150.18"","""","""""
"28/01/2026 21:45:00 - 28/01/2026 22:00:00,""BZN|IT-North"",""Without Sequence"",""145.67"","""","""""
"28/01/2026 22:00:00 - 28/01/2026 22:15:00,""BZN|IT-North"",""Without Sequence"",""145.67"","""","""""
"28/01/2026 22:15:00 - 28/01/2026 22:30:00,""BZN|IT-North"",""Without Sequence"",""143.83"","""","""""
"28/01/2026 22:30:00 - 28/01/2026 22:45:00,""BZN|IT-North"",""Without Sequence"",""143.00"","""","""""
"28/01/2026 22:45:00 - 28/01/2026 23:00:00,""BZN|IT-North"",""Without Sequence"",""135.26"","""","""""
"28/01/2026 23:00:00 - 28/01/2026 23:15:00,""BZN|IT-North"",""Without Sequence"",""139.70"","""","""""
"28/01/2026 23:15:00 - 28/01/2026 23:30:00,""BZN|IT-North"",""Without Sequence"",""136.20"","""","""""
"28/01/2026 23:30:00 - 28/01/2026 23:45:00,""BZN|IT-North"",""Without Sequence"",""131.30"","""","""""
"28/01/2026 23:45:00 - 29/01/2026 00:00:00,""BZN|IT-North"",""Without Sequence"",""127.00"","""","""""
"29/01/2026 00:00:00 - 29/01/2026 00:15:00,""BZN|IT-North"",""Without Sequence"",""125.33"","""","""""
"29/01/2026 00:15:00 - 29/01/2026 00:30:00,""BZN|IT-North"",""Without Sequence"",""129.46"","""","""""
"29/01/2026 00:30:00 - 29/01/2026 00:45:00,""BZN|IT-North"",""Without Sequence"",""125.01"","""","""""
"29/01/2026 00:45:00 - 29/01/2026 01:00:00,""BZN|IT-North"",""Without Sequence"",""120.20"","""","""""
"29/01/2026 01:00:00 - 29/01/2026 01:15:00,""BZN|IT-North"",""Without Sequence"",""123.30"","""","""""
"29/01/2026 01:15:00 - 29/01/2026 01:30:00,""BZN|IT-North"",""Without Sequence"",""122.29"","""","""""
"29/01/2026 01:30:00 - 29/01/2026 01:45:00,""BZN|IT-North"",""Without Sequence"",""120.61"","""","""""
"29/01/2026 01:45:00 - 29/01/2026 02:00:00,""BZN|IT-North"",""Without Sequence"",""120.18"","""","""""
"29/01/2026 02:00:00 - 29/01/2026 02:15:00,""BZN|IT-North"",""Without Sequence"",""129.60"","""","""""
"29/01/2026 02:15:00 - 29/01/2026 02:30:00,""BZN|IT-North"",""Without Sequence"",""123.26"","""","""""
"29/01/2026 02:30:00 - 29/01/2026 02:45:00,""BZN|IT-North"",""Without Sequence"",""129.60"","""","""""
"29/01/2026 02:45:00 - 29/01/2026 03:00:00,""BZN|IT-North"",""Without Sequence"",""123.30"","""","""""
"29/01/2026 03:00:00 - 29/01/2026 03:15:00,""BZN|IT-North"",""Without Sequence"",""123.30"","""","""""
"29/01/2026 03:15:00 - 29/01/2026 03:30:00,""BZN|IT-North"",""Without Sequence"",""123.10"","""","""""
"29/01/2026 03:30:00 - 29/01/2026 03:45:00,""BZN|IT-North"",""Without Sequence"",""132.49"","""","""""
"29/01/2026 03:45:00 - 29/01/2026 04:00:00,""BZN|IT-North"",""Without Sequence"",""128.00"","""","""""
"29/01/2026 04:00:00 - 29/01/2026 04:15:00,""BZN|IT-North"",""Without Sequence"",""132.76"","""","""""
"29/01/2026 04:15:00 - 29/01/2026 04:30:00,""BZN|IT-North"",""Without Sequence"",""118.63"","""","""""
"29/01/2026 04:30:00 - 29/01/2026 04:45:00,""BZN|IT-North"",""Without Sequence"",""120.61"","""","""""
"29/01/2026 04:45:00 - 29/01/2026 05:00:00,""BZN|IT-North"",""Without Sequence"",""120.58"","""","""""
"29/01/2026 05:00:00 - 29/01/2026 05:15:00,""BZN|IT-North"",""Without Sequence"",""120.00"","""","""""
"29/01/2026 05:15:00 - 29/01/2026 05:30:00,""BZN|IT-North"",""Without Sequence"",""123.72"","""","""""
